TotalCharges,TotalCharges,tenure,Churn
2043.45,2043.45,25,Yes
2215,2215,21,No
842.25,842.25,13,No
2576.2,2576.2,35,Yes
1901,1901,71,No
601.6,601.6,29,No
3515.25,3515.25,71,Yes
605.45,605.45,7,No
3094.05,3094.05,57,No
4929.55,4929.55,65,No
595.05,595.05,27,No
469.8,469.8,6,Yes
8436.25,8436.25,72,No
19.75,19.75,1,No
492,492,11,No
987.95,987.95,39,No
5496.9,5496.9,59,No
1908.35,1908.35,26,No
107.1,107.1,2,No
4575.35,4575.35,72,No
4309.55,4309.55,65,No
7922.75,7922.75,72,No
522.35,522.35,6,No
587.7,587.7,32,No
3876.2,3876.2,50,No
3778.85,3778.85,61,No
1457.25,1457.25,15,Yes
8349.45,8349.45,72,No
185.6,185.6,9,Yes
19.5,19.5,1,No
1066.9,1066.9,12,No
973.55,973.55,37,Yes
1226.45,1226.45,61,No
342.3,342.3,18,No
985.05,985.05,21,No
3948.45,3948.45,68,No
828.05,828.05,12,No
41.85,41.85,2,Yes
6164.7,6164.7,62,No
2862.75,2862.75,29,Yes
33.6,33.6,1,No
343.95,343.95,5,Yes
20.7,20.7,1,No
6590.5,6590.5,62,No
717.95,717.95,36,No
2890.65,2890.65,28,Yes
4885.85,4885.85,69,No
1222.05,1222.05,11,Yes
6871.7,6871.7,63,No
405.6,405.6,23,No
208.25,208.25,10,No
1801.9,1801.9,71,No
3062.45,3062.45,45,No
1764.75,1764.75,70,No
1816.75,1816.75,22,No
1255.1,1255.1,52,No
5743.05,5743.05,55,Yes
3921.1,3921.1,65,No
1463.45,1463.45,72,No
189.45,189.45,10,No
96.8,96.8,7,No
408.5,408.5,5,No
1846.65,1846.65,24,No
8456.75,8456.75,72,No
1011.5,1011.5,21,No
4263.4,4263.4,69,No
2549.1,2549.1,44,No
3965.05,3965.05,61,No
2496.7,2496.7,24,Yes
90.6,90.6,1,Yes
288.05,288.05,6,Yes
368.1,368.1,4,Yes
7840.6,7840.6,72,No
6632.75,6632.75,72,No
1013.35,1013.35,14,No
152.95,152.95,7,No
3772.65,3772.65,48,No
1026.35,1026.35,55,No
19.3,19.3,1,No
5031.85,5031.85,45,No
220.4,220.4,3,No
1416.5,1416.5,71,No
158.35,158.35,8,No
256.6,256.6,3,Yes
5542.55,5542.55,69,No
68.5,68.5,1,Yes
8443.7,8443.7,72,No
791.75,791.75,11,Yes
5708.2,5708.2,71,No
69.95,69.95,1,Yes
2016.3,2016.3,33,No
326.65,326.65,16,No
5471.75,5471.75,56,No
19.95,19.95,1,No
346.4,346.4,5,Yes
1061.6,1061.6,57,No
1971.5,1971.5,56,No
773.65,773.65,8,Yes
1422.05,1422.05,22,Yes
19.75,19.75,1,No
2460.35,2460.35,40,No
856.5,856.5,46,No
1275.85,1275.85,63,No
7467.5,7467.5,68,No
7261.75,7261.75,69,No
5116.6,5116.6,56,No
660.05,660.05,10,No
6590.8,6590.8,63,No
1208.15,1208.15,24,No
1033.9,1033.9,19,No
1885.15,1885.15,22,No
2467.1,2467.1,29,Yes
989.45,989.45,13,Yes
2006.95,2006.95,70,No
5025,5025,49,No
4830.25,4830.25,43,Yes
59.75,59.75,3,Yes
3088.25,3088.25,42,No
3134.7,3134.7,57,No
94.55,94.55,2,Yes
8312.4,8312.4,72,No
4863.85,4863.85,46,No
6871.9,6871.9,66,Yes
6529.25,6529.25,62,Yes
6637.9,6637.9,72,No
3165.6,3165.6,35,No
1454.15,1454.15,17,Yes
6786.1,6786.1,72,No
543,543,28,No
1327.15,1327.15,56,Yes
2404.15,2404.15,31,Yes
867.3,867.3,45,No
25.75,25.75,1,No
114.7,114.7,2,Yes
109.5,109.5,6,No
4692.95,4692.95,48,No
546.85,546.85,25,No
1274.05,1274.05,64,No
1782.4,1782.4,50,No
5301.1,5301.1,52,No
280.35,280.35,4,No
2897.95,2897.95,32,No
3371,3371,45,No
801.3,801.3,9,No
6975.25,6975.25,66,Yes
257.05,257.05,3,Yes
1079.45,1079.45,54,No
40.1,40.1,1,Yes
6997.3,6997.3,64,No
2217.15,2217.15,31,Yes
1129.1,1129.1,14,Yes
979.05,979.05,12,No
4119.4,4119.4,67,No
2568.55,2568.55,35,Yes
3349.1,3349.1,45,No
492.1,492.1,10,No
1718.95,1718.95,29,No
605.25,605.25,24,No
1344.5,1344.5,66,No
4267.15,4267.15,51,No
1121.05,1121.05,45,No
918.7,918.7,49,No
521.8,521.8,29,No
4469.1,4469.1,40,No
3580.3,3580.3,37,Yes
1729.35,1729.35,25,No
1073.3,1073.3,22,No
4566.5,4566.5,72,No
293.3,293.3,7,Yes
2603.1,2603.1,33,No
1783.75,1783.75,23,No
2440.15,2440.15,24,Yes
79.55,79.55,1,Yes
6322.1,6322.1,69,No
57.4,57.4,3,No
4284.65,4284.65,56,No
7138.65,7138.65,65,No
1539.75,1539.75,71,No
1058.1,1058.1,14,No
123.8,123.8,2,No
2781.85,2781.85,32,Yes
2731,2731,40,No
20.75,20.75,1,No
89.1,89.1,1,Yes
497.3,497.3,7,No
711.15,711.15,15,No
1607.2,1607.2,17,Yes
1490.95,1490.95,19,Yes
1898.1,1898.1,71,No
3273.95,3273.95,54,No
2929.75,2929.75,31,No
838.7,838.7,11,No
1443.65,1443.65,18,No
7746.7,7746.7,72,No
6951.15,6951.15,71,No
214.75,214.75,5,No
2669.45,2669.45,38,No
235.2,235.2,5,No
92.65,92.65,2,Yes
3103.25,3103.25,52,No
606.25,606.25,8,Yes
5330.2,5330.2,68,No
1403.1,1403.1,69,No
2727.8,2727.8,42,No
5038.45,5038.45,50,No
19.1,19.1,1,Yes
80.3,80.3,1,Yes
1462.6,1462.6,33,No
150.6,150.6,7,No
5960.5,5960.5,64,No
74.9,74.9,1,Yes
1192.3,1192.3,59,No
314.55,314.55,6,No
56,56,3,No
330.8,330.8,15,No
877.35,877.35,13,No
2249.1,2249.1,23,No
2807.65,2807.65,31,No
1696.2,1696.2,29,No
1032.05,1032.05,49,No
4902.8,4902.8,56,No
4995.35,4995.35,63,No
5034.05,5034.05,63,No
1857.75,1857.75,24,No
1992.85,1992.85,36,No
751.65,751.65,9,Yes
66.95,66.95,3,Yes
1714.95,1714.95,21,No
343.6,343.6,13,No
20.15,20.15,1,No
520.1,520.1,25,No
1387.45,1387.45,71,No
7383.7,7383.7,66,No
4483.95,4483.95,45,No
1706.45,1706.45,22,No
1327.4,1327.4,67,No
5974.3,5974.3,68,No
4515.85,4515.85,49,Yes
179.85,179.85,4,No
5040.2,5040.2,63,No
165,165,2,Yes
422.7,422.7,21,No
3046.4,3046.4,55,Yes
20.25,20.25,1,No
358.05,358.05,17,No
2936.25,2936.25,30,No
1271.8,1271.8,22,No
530.05,530.05,9,No
19.2,19.2,1,No
1808.7,1808.7,21,Yes
1144.6,1144.6,19,No
7446.9,7446.9,69,Yes
25.1,25.1,1,Yes
7556.9,7556.9,72,No
4858.7,4858.7,70,No
6595,6595,66,No
149.05,149.05,7,No
4972.1,4972.1,46,No
1880.85,1880.85,39,Yes
2045.55,2045.55,32,No
2187.15,2187.15,24,No
477.55,477.55,6,Yes
2976.95,2976.95,37,No
178.7,178.7,8,No
5025.85,5025.85,72,No
3353.4,3353.4,71,No
1461.15,1461.15,16,No
2782.4,2782.4,57,No
1699.15,1699.15,66,No
1496.9,1496.9,17,Yes
452.2,452.2,21,No
4428.45,4428.45,66,No
1322.55,1322.55,17,No
70.45,70.45,1,Yes
3563.8,3563.8,58,Yes
139.75,139.75,8,No
1927.3,1927.3,27,No
3000.25,3000.25,34,No
3021.3,3021.3,30,No
2245.4,2245.4,33,No
24.75,24.75,1,Yes
944.65,944.65,14,No
1264.2,1264.2,16,No
4917.75,4917.75,49,No
2012.7,2012.7,19,Yes
5743.3,5743.3,70,No
1864.65,1864.65,32,No
1221.65,1221.65,18,No
1390.85,1390.85,37,No
302.35,302.35,4,No
1374.9,1374.9,16,No
1336.9,1336.9,17,No
1297.8,1297.8,19,No
6067.4,6067.4,60,No
1222.25,1222.25,51,No
487.95,487.95,28,No
2548.55,2548.55,43,No
835.5,835.5,42,No
242.05,242.05,3,Yes
44.75,44.75,1,No
63.75,63.75,3,Yes
6218.45,6218.45,63,No
260.9,260.9,3,Yes
7320.9,7320.9,68,No
2967.35,2967.35,30,Yes
6333.8,6333.8,60,No
939.7,939.7,15,Yes
4200.25,4200.25,45,No
5950.2,5950.2,70,No
1037.75,1037.75,10,Yes
93.4,93.4,4,No
50.45,50.45,1,Yes
1614.9,1614.9,68,No
1573.95,1573.95,22,No
3624.3,3624.3,38,Yes
100.25,100.25,1,Yes
1468.75,1468.75,18,No
2607.6,2607.6,29,No
1422.1,1422.1,16,Yes
69.85,69.85,1,Yes
858.6,858.6,12,Yes
1523.4,1523.4,31,No
324.3,324.3,4,Yes
3435.6,3435.6,48,No
399.6,399.6,15,Yes
4549.45,4549.45,50,No
322.5,322.5,7,No
3273.55,3273.55,41,Yes
5375.15,5375.15,68,No
2510.7,2510.7,26,No
3090.05,3090.05,57,No
61.05,61.05,3,No
20.9,20.9,1,Yes
955.6,955.6,19,No
140.4,140.4,3,No
1493.1,1493.1,59,No
69.4,69.4,1,Yes
1626.05,1626.05,42,No
541.15,541.15,7,Yes
1784.9,1784.9,67,No
70.35,70.35,1,No
6075.9,6075.9,66,No
5500.6,5500.6,61,No
73.1,73.1,4,No
3229.4,3229.4,42,Yes
3399.85,3399.85,64,No
6431.05,6431.05,54,No
19.75,19.75,1,No
1230.9,1230.9,54,No
454.65,454.65,18,No
235.05,235.05,3,No
70.1,70.1,1,Yes
6595.9,6595.9,72,No
5867,5867,60,No
196.35,196.35,11,No
909.25,909.25,12,Yes
6449.15,6449.15,61,No
762.45,762.45,39,No
5283.95,5283.95,55,Yes
1617.5,1617.5,17,Yes
785.75,785.75,37,No
1776,1776,72,No
5396.25,5396.25,72,No
574.5,574.5,8,No
400.3,400.3,22,No
84.3,84.3,1,Yes
2656.3,2656.3,38,No
1445.95,1445.95,17,No
5212.65,5212.65,70,No
6440.25,6440.25,72,Yes
2244.95,2244.95,28,No
1130,1130,15,No
6463.15,6463.15,72,No
1131.2,1131.2,11,Yes
585.95,585.95,8,Yes
6252.7,6252.7,57,No
19.95,19.95,1,Yes
2062.15,2062.15,46,No
587.1,587.1,30,No
720.45,720.45,10,No
2186.4,2186.4,23,Yes
2979.3,2979.3,32,No
956.65,956.65,13,No
3201.55,3201.55,39,Yes
3973.2,3973.2,44,No
447.9,447.9,9,No
1335.2,1335.2,67,No
661.25,661.25,9,Yes
1111.85,1111.85,15,Yes
7555,7555,71,No
49,49,1,No
3046.15,3046.15,30,Yes
69.35,69.35,1,Yes
836.35,836.35,17,No
272.2,272.2,3,Yes
5293.4,5293.4,67,Yes
20.95,20.95,1,No
50.55,50.55,1,Yes
2570,2570,32,No
798.2,798.2,41,No
80.55,80.55,1,Yes
44.15,44.15,1,No
916.9,916.9,12,Yes
6487.2,6487.2,62,No
1855.65,1855.65,22,Yes
1556.85,1556.85,17,No
1988.05,1988.05,72,No
5432.2,5432.2,56,No
147.55,147.55,9,No
8424.9,8424.9,72,No
2203.7,2203.7,20,No
387.4,387.4,19,No
116.65,116.65,2,Yes
3045.75,3045.75,53,No
2287.25,2287.25,27,Yes
130.5,130.5,6,No
767.9,767.9,9,No
446.8,446.8,8,No
8100.25,8100.25,71,No
830.7,830.7,10,Yes
20,20,1,Yes
4689.15,4689.15,71,No
6754.35,6754.35,68,No
3540.65,3540.65,34,No
2184.6,2184.6,26,No
1054.6,1054.6,22,Yes
130.55,130.55,7,No
1540.35,1540.35,20,No
6411.25,6411.25,60,No
1432.55,1432.55,72,No
7629.85,7629.85,72,No
101.9,101.9,4,No
313.4,313.4,16,No
6312.9,6312.9,62,No
629.55,629.55,10,No
2640.55,2640.55,31,No
1372.45,1372.45,71,No
1212.25,1212.25,58,No
6237.05,6237.05,70,No
6310.9,6310.9,71,No
5031,5031,69,No
85.05,85.05,1,Yes
8672.45,8672.45,72,No
2196.45,2196.45,26,No
3008.15,3008.15,33,No
220.8,220.8,10,No
5779.6,5779.6,57,No
222.65,222.65,10,No
914.6,914.6,39,No
246.3,246.3,11,No
2110.15,2110.15,21,Yes
5560,5560,68,No
1633,1633,18,No
547.65,547.65,6,Yes
969.85,969.85,18,No
2610.65,2610.65,52,No
6567.9,6567.9,56,No
4747.85,4747.85,45,No
1759.55,1759.55,67,No
101.1,101.1,3,No
6496.15,6496.15,65,No
4234.15,4234.15,63,No
300.7,300.7,11,No
59.55,59.55,1,No
4323.35,4323.35,55,No
1466.1,1466.1,25,No
8684.8,8684.8,72,Yes
1776.45,1776.45,72,No
2933.95,2933.95,65,No
4370.25,4370.25,54,Yes
144.35,144.35,7,No
4804.75,4804.75,72,No
1125.2,1125.2,21,No
39.85,39.85,2,No
422.4,422.4,4,No
251.75,251.75,3,Yes
8332.15,8332.15,72,No
314.6,314.6,6,No
4331.4,4331.4,52,No
6382,6382,69,No
740.3,740.3,8,Yes
600.15,600.15,8,No
5538.8,5538.8,63,No
7049.5,7049.5,60,No
690.5,690.5,12,No
279.3,279.3,13,No
1427.55,1427.55,22,No
452.7,452.7,5,Yes
19.45,19.45,1,Yes
1709.15,1709.15,72,No
53.15,53.15,2,No
777.35,777.35,40,No
860.85,860.85,44,No
5012.1,5012.1,71,No
166.3,166.3,2,Yes
2404.1,2404.1,26,No
70,70,1,Yes
24.4,24.4,1,No
4820.15,4820.15,65,Yes
209.9,209.9,3,No
610.75,610.75,13,No
3409.6,3409.6,33,Yes
70.7,70.7,1,No
155.35,155.35,4,No
144,144,2,No
7875,7875,72,No
911.6,911.6,37,No
1270.2,1270.2,15,Yes
478.1,478.1,23,No
1561.5,1561.5,30,Yes
761.85,761.85,42,No
2282.95,2282.95,32,No
1615.1,1615.1,22,No
1097.15,1097.15,42,No
369.3,369.3,8,No
6725.3,6725.3,65,No
31.55,31.55,2,Yes
6293.2,6293.2,70,No
432.5,432.5,22,No
321.75,321.75,4,Yes
147.15,147.15,2,Yes
2434.45,2434.45,67,No
532.1,532.1,25,No
375.25,375.25,20,No
125.95,125.95,2,No
1042.65,1042.65,51,No
1620.25,1620.25,46,No
2387.75,2387.75,25,Yes
659.35,659.35,13,No
2660.2,2660.2,25,Yes
1285.8,1285.8,26,No
4211.55,4211.55,43,Yes
377.55,377.55,19,No
990.9,990.9,10,Yes
193.8,193.8,2,Yes
6058.95,6058.95,72,No
964.9,964.9,18,No
790.15,790.15,9,Yes
2467.75,2467.75,27,Yes
2322.85,2322.85,24,No
7262,7262,69,Yes
4854.3,4854.3,46,No
7748.75,7748.75,72,No
1914.9,1914.9,22,Yes
6470.1,6470.1,70,No
57.4,57.4,2,No
2019.8,2019.8,31,No
5688.05,5688.05,56,Yes
1522.7,1522.7,16,No
1334.5,1334.5,52,No
252,252,13,No
700.45,700.45,35,No
5655.45,5655.45,59,No
6747.35,6747.35,72,No
5265.1,5265.1,66,Yes
5174.35,5174.35,49,No
105.6,105.6,2,No
2271.85,2271.85,21,No
2966.95,2966.95,54,No
1772.25,1772.25,24,Yes
61.15,61.15,1,No
494.95,494.95,6,No
44.45,44.45,1,Yes
5290.45,5290.45,49,No
3346.8,3346.8,56,No
5219.65,5219.65,56,No
217.5,217.5,6,No
607.7,607.7,32,No
5431.4,5431.4,50,No
6004.85,6004.85,58,No
5957.9,5957.9,65,No
5442.05,5442.05,64,No
4370.25,4370.25,66,No
4428.6,4428.6,38,No
416.45,416.45,20,No
3067.2,3067.2,36,Yes
6688.1,6688.1,64,No
20.25,20.25,1,Yes
4224.7,4224.7,60,No
74.35,74.35,1,Yes
4042.2,4042.2,50,No
62.05,62.05,1,Yes
3580.95,3580.95,72,No
1198.8,1198.8,60,No
1755.35,1755.35,46,No
3772.5,3772.5,69,No
2877.95,2877.95,31,No
357.7,357.7,19,No
1397.3,1397.3,71,No
959.9,959.9,12,No
3182.95,3182.95,39,Yes
3704.15,3704.15,44,No
4620.4,4620.4,56,No
8312.75,8312.75,72,No
541.9,541.9,5,Yes
929.3,929.3,11,No
971.3,971.3,24,Yes
1285.05,1285.05,15,No
1521.2,1521.2,72,No
3389.25,3389.25,56,No
1198.05,1198.05,64,No
3414.65,3414.65,34,No
162.45,162.45,2,Yes
754,754,35,No
467.15,467.15,22,No
216.9,216.9,5,Yes
373,373,9,No
245.2,245.2,11,Yes
481.1,481.1,23,No
302.75,302.75,4,Yes
1728.2,1728.2,68,No
2964.05,2964.05,33,No
2156.25,2156.25,31,No
60.1,60.1,1,Yes
1051.9,1051.9,56,No
78.95,78.95,1,Yes
5013,5013,66,No
1738.9,1738.9,72,No
2275.1,2275.1,34,No
5511.65,5511.65,58,No
98.5,98.5,2,Yes
1316.9,1316.9,37,No
7993.3,7993.3,71,No
19.85,19.85,1,No
1388.45,1388.45,71,No
666,666,35,No
94.45,94.45,6,No
244.65,244.65,3,Yes
4134.7,4134.7,69,No
2375.4,2375.4,44,Yes
4862.5,4862.5,53,No
2431.35,2431.35,24,Yes
351.5,351.5,5,No
106.2,106.2,2,No
1413,1413,62,No
1743.05,1743.05,19,No
657.5,657.5,9,No
1050.5,1050.5,53,No
426.35,426.35,5,No
4982.5,4982.5,71,No
19.55,19.55,1,No
1451.9,1451.9,18,Yes
7634.8,7634.8,72,No
235.05,235.05,4,No
3116.15,3116.15,59,No
71.1,71.1,1,Yes
2633.4,2633.4,31,No
49.65,49.65,3,No
6979.8,6979.8,65,Yes
4920.8,4920.8,49,No
46.35,46.35,2,No
1021.8,1021.8,53,Yes
5276.1,5276.1,55,No
8289.2,8289.2,72,No
2659.45,2659.45,36,No
196.75,196.75,10,No
94,94,1,Yes
5824.75,5824.75,72,No
1517.5,1517.5,28,No
3479.05,3479.05,38,No
7365.7,7365.7,61,No
1331.05,1331.05,52,No
1195.95,1195.95,67,No
3946.9,3946.9,34,No
4299.95,4299.95,54,No
20.3,20.3,1,No
1424.95,1424.95,15,Yes
193.6,193.6,4,Yes
620.55,620.55,9,Yes
4391.25,4391.25,46,No
1993.8,1993.8,22,Yes
2597.6,2597.6,38,Yes
4213.9,4213.9,55,No
19.9,19.9,1,No
5017.7,5017.7,64,No
1052.35,1052.35,53,Yes
4916.4,4916.4,58,No
2959.8,2959.8,56,No
7559.55,7559.55,72,No
53.95,53.95,1,Yes
7133.1,7133.1,72,No
1799.3,1799.3,22,No
829.55,829.55,8,Yes
1312.15,1312.15,16,Yes
1597.05,1597.05,39,No
524.35,524.35,12,No
4191.45,4191.45,54,No
711.95,711.95,18,No
2201.75,2201.75,32,No
806.95,806.95,41,No
1620.45,1620.45,67,No
6812.95,6812.95,65,No
1837.9,1837.9,25,No
69.8,69.8,1,Yes
7344.45,7344.45,67,No
545.15,545.15,7,Yes
1500.25,1500.25,43,No
2283.15,2283.15,24,No
494.05,494.05,9,Yes
1376.5,1376.5,69,No
755.4,755.4,37,No
825.4,825.4,20,No
488.65,488.65,7,No
2841.55,2841.55,37,Yes
486.85,486.85,5,Yes
2075.1,2075.1,41,No
5299.65,5299.65,54,No
204.7,204.7,3,Yes
1356.3,1356.3,69,No
5042.75,5042.75,53,No
812.4,812.4,18,No
6605.55,6605.55,64,No
2995.45,2995.45,31,Yes
505.95,505.95,20,No
3509.4,3509.4,57,No
6991.9,6991.9,63,No
590.35,590.35,13,No
2789.7,2789.7,48,No
137.95,137.95,2,Yes
1123.15,1123.15,57,No
7953.25,7953.25,71,No
349.8,349.8,7,No
1067.05,1067.05,16,No
3527.3,3527.3,34,No
3762,3762,37,Yes
1248.9,1248.9,16,No
3035.35,3035.35,48,No
4300.8,4300.8,58,No
6065.3,6065.3,72,No
144.95,144.95,7,No
3233.6,3233.6,38,Yes
5438.9,5438.9,48,Yes
1081.45,1081.45,10,Yes
2308.6,2308.6,30,No
1882.8,1882.8,31,No
3255.35,3255.35,46,No
1067.65,1067.65,50,No
2065.4,2065.4,28,No
4136.4,4136.4,66,No
221.9,221.9,8,Yes
3848,3848,41,No
8022.85,8022.85,72,No
173.15,173.15,7,No
781.25,781.25,38,No
4510.8,4510.8,44,No
5317.8,5317.8,47,No
4779.45,4779.45,53,No
250.1,250.1,4,No
1745.2,1745.2,20,No
74.9,74.9,2,Yes
4140.1,4140.1,57,No
3670.5,3670.5,44,No
1167.8,1167.8,24,No
469.65,469.65,15,No
58.9,58.9,3,Yes
333.55,333.55,4,Yes
3171.15,3171.15,37,Yes
74.7,74.7,1,Yes
1381.2,1381.2,24,No
455.5,455.5,5,Yes
3645.5,3645.5,33,No
1158.85,1158.85,58,No
6954.15,6954.15,72,No
1672.1,1672.1,71,No
3152.5,3152.5,28,Yes
4307.1,4307.1,51,No
2530.4,2530.4,30,Yes
6141.65,6141.65,72,No
3186.7,3186.7,36,Yes
1054.8,1054.8,14,No
5430.65,5430.65,72,No
849.9,849.9,22,No
151.75,151.75,2,No
299.4,299.4,15,No
1086.75,1086.75,51,No
2692.75,2692.75,70,No
1389.6,1389.6,71,No
3767.4,3767.4,39,No
3641.5,3641.5,61,No
2535.55,2535.55,52,No
35.75,35.75,1,Yes
6880.85,6880.85,64,No
3753.2,3753.2,62,No
637.55,637.55,30,No
181.6,181.6,4,Yes
5329.55,5329.55,63,No
44.55,44.55,1,No
1539.8,1539.8,15,No
2209.75,2209.75,27,No
223.75,223.75,4,No
7751.7,7751.7,72,No
1174.35,1174.35,45,No
4385.05,4385.05,45,No
2606.35,2606.35,36,No
1539.45,1539.45,17,Yes
18.9,18.9,1,No
1261.35,1261.35,16,No
58.15,58.15,3,Yes
225.6,225.6,4,Yes
5969.3,5969.3,71,No
253.9,253.9,10,No
400,400,20,No
340.85,340.85,4,Yes
2515.3,2515.3,26,Yes
227.35,227.35,4,No
305.95,305.95,5,Yes
365.4,365.4,4,Yes
2357.75,2357.75,29,No
198.5,198.5,2,No
554.25,554.25,29,No
90.85,90.85,1,Yes
69.4,69.4,1,Yes
742.95,742.95,8,Yes
251.65,251.65,13,No
5597.65,5597.65,59,No
20.15,20.15,1,Yes
4816.7,4816.7,50,Yes
768.05,768.05,18,No
1215.8,1215.8,17,No
3522.65,3522.65,47,No
1834.95,1834.95,26,Yes
305.1,305.1,6,Yes
910.45,910.45,19,No
155.65,155.65,3,Yes
3656.25,3656.25,68,No
52,52,2,No
150.85,150.85,7,No
389.25,389.25,18,No
1873.7,1873.7,71,No
1261,1261,13,No
108.7,108.7,3,Yes
7346.2,7346.2,72,No
3708.4,3708.4,66,No
469.65,469.65,24,No
44.1,44.1,1,Yes
1385.85,1385.85,56,No
548.8,548.8,22,No
712.75,712.75,14,Yes
6405,6405,61,Yes
1637.4,1637.4,40,Yes
2536.55,2536.55,42,No
6042.7,6042.7,72,No
958.25,958.25,12,No
1730.65,1730.65,71,No
459.6,459.6,26,No
201.95,201.95,7,No
285.2,285.2,6,No
6145.85,6145.85,58,Yes
1529.45,1529.45,51,No
4664.5,4664.5,72,No
1740.7,1740.7,18,Yes
552.95,552.95,7,Yes
3496.3,3496.3,47,No
93.7,93.7,2,Yes
7053.35,7053.35,62,No
301.55,301.55,16,No
312.7,312.7,6,No
1046.5,1046.5,19,Yes
2960.1,2960.1,69,No
834.2,834.2,11,Yes
6953.4,6953.4,64,No
4134.85,4134.85,39,Yes
899.8,899.8,15,Yes
541.5,541.5,25,No
116.85,116.85,6,No
7942.15,7942.15,66,No
5321.25,5321.25,61,No
4156.8,4156.8,43,No
223.6,223.6,12,No
768.45,768.45,23,No
3765.05,3765.05,71,No
2157.5,2157.5,34,No
108.05,108.05,5,Yes
1391.65,1391.65,41,No
1379.8,1379.8,72,No
1273.3,1273.3,14,No
810.45,810.45,41,No
1810.85,1810.85,23,No
7782.85,7782.85,71,No
70.3,70.3,1,Yes
1797.1,1797.1,72,No
377.85,377.85,6,No
445.3,445.3,23,No
851.75,851.75,10,Yes
7624.2,7624.2,72,No
355.1,355.1,7,No
575.45,575.45,6,Yes
906.85,906.85,9,No
1057.55,1057.55,12,No
19.4,19.4,1,No
1388.75,1388.75,48,No
1641.3,1641.3,20,No
1375.15,1375.15,16,Yes
152.7,152.7,2,Yes
185.2,185.2,10,No
195.05,195.05,2,Yes
1826.7,1826.7,20,No
417.5,417.5,20,No
344.5,344.5,19,No
1660,1660,19,Yes
2180.55,2180.55,22,No
2835.9,2835.9,35,No
45.15,45.15,1,No
2730.85,2730.85,39,No
5437.1,5437.1,54,No
20.2,20.2,1,Yes
6981.35,6981.35,66,Yes
5794.45,5794.45,56,No
747.2,747.2,18,No
1267.95,1267.95,16,No
3674.95,3674.95,68,No
1275.6,1275.6,53,No
5893.9,5893.9,72,No
724.65,724.65,9,No
1536.75,1536.75,30,No
3615.6,3615.6,36,Yes
607.3,607.3,18,No
4154.55,4154.55,55,No
2184.35,2184.35,39,Yes
1852.85,1852.85,21,Yes
77.15,77.15,2,Yes
847.8,847.8,33,No
2390.45,2390.45,44,No
1923.5,1923.5,30,No
1493.2,1493.2,71,No
338.1,338.1,4,Yes
3030.6,3030.6,35,Yes
75.35,75.35,1,No
2184.85,2184.85,23,No
1031.4,1031.4,22,No
921.3,921.3,49,No
3875.4,3875.4,42,No
3124.5,3124.5,33,Yes
144.15,144.15,7,No
6689,6689,67,No
1451.1,1451.1,15,No
6368.2,6368.2,67,No
3729.6,3729.6,53,No
350.1,350.1,21,No
2847.2,2847.2,40,No
452.35,452.35,22,No
1494.5,1494.5,39,No
930.45,930.45,45,Yes
41.85,41.85,2,No
1272.05,1272.05,57,No
475.1,475.1,8,No
673.1,673.1,7,Yes
208.7,208.7,6,Yes
150.75,150.75,7,No
3199,3199,49,No
5844.65,5844.65,65,No
2462.6,2462.6,55,No
6263.8,6263.8,71,No
3403.4,3403.4,35,No
237.75,237.75,3,Yes
221.35,221.35,11,Yes
75.3,75.3,1,Yes
1672.1,1672.1,17,No
7881.2,7881.2,72,No
2320.8,2320.8,28,No
370.5,370.5,18,No
4062.2,4062.2,40,Yes
3043.7,3043.7,52,No
2723.4,2723.4,47,No
1081.25,1081.25,23,No
4097.05,4097.05,66,No
632.2,632.2,8,No
4042.3,4042.3,47,Yes
164.85,164.85,7,Yes
8166.8,8166.8,71,No
4113.7,4113.7,50,No
3047.15,3047.15,46,No
70.4,70.4,1,Yes
4193.4,4193.4,66,No
3729.75,3729.75,42,No
399.45,399.45,5,No
331.3,331.3,7,Yes
1964.6,1964.6,29,No
1336.15,1336.15,27,No
1147.45,1147.45,15,Yes
486.05,486.05,25,No
1078.9,1078.9,11,Yes
5925.75,5925.75,57,No
7804.15,7804.15,67,Yes
4747.2,4747.2,47,No
1028.9,1028.9,13,No
226.45,226.45,8,Yes
4364.1,4364.1,44,Yes
4692.55,4692.55,71,No
2433.9,2433.9,24,Yes
1217.25,1217.25,15,Yes
19.75,19.75,1,No
154.3,154.3,2,No
6382.55,6382.55,55,No
7623.2,7623.2,71,No
1261.45,1261.45,50,No
89.25,89.25,1,No
86.05,86.05,5,No
6779.05,6779.05,66,No
4345,4345,49,No
82.85,82.85,3,No
1714.55,1714.55,66,No
893.2,893.2,11,No
810.85,810.85,28,No
6347.55,6347.55,65,No
1123.65,1123.65,62,No
43.15,43.15,2,No
35.1,35.1,2,No
1388,1388,55,No
3851.45,3851.45,41,No
1743.5,1743.5,17,Yes
2638.1,2638.1,30,No
946.95,946.95,17,No
1114.85,1114.85,16,No
1777.6,1777.6,72,No
684.85,684.85,9,No
74.35,74.35,1,No
1312.45,1312.45,23,No
159.2,159.2,8,No
610.2,610.2,19,No
404.35,404.35,7,No
69.65,69.65,1,Yes
6363.45,6363.45,61,No
4124.65,4124.65,57,No
713.1,713.1,9,Yes
950.75,950.75,15,No
19.65,19.65,1,No
505.95,505.95,12,No
1149.65,1149.65,54,No
169.65,169.65,4,No
526.7,526.7,7,Yes
